|name         |surname   |date_of_birth|
|Kristel      |Vitale    |1982-09-22   |
|Elda         |Gatti     |1982-09-19   |
|Pericle      |Neri      |1982-09-17   |
|Alberto      |Bianchi   |1982-09-17   |
|Alessio      |Grassi    |1982-09-13   |
|Guido        |Bianco    |1982-09-12   |
|Trevis       |Fontana   |1982-09-12   |
|Rocco        |D'angelo  |1982-09-07   |
|Moreno       |Ferri     |1982-09-04   |
|Eufemia      |Piras     |1982-09-04   |
|Arcibaldo    |Pagano    |1982-09-03   |
|Trevis       |Bianchi   |1982-09-01   |
|Ciro         |Pagano    |1982-08-22   |
|Giacobbe     |Marchetti |1982-08-20   |
|Domiziano    |Martinelli|1982-08-20   |
|Mariagiulia  |Basile    |1982-08-14   |
|Ausonio      |Palumbo   |1982-08-08   |
|Kayla        |Martinelli|1982-08-08   |
|Mariapia     |Vitali    |1982-08-03   |
|Elda         |Palumbo   |1982-07-27   |
|Lucrezia     |Testa     |1982-07-24   |
|Morgana      |Santoro   |1982-07-17   |
|Mattia       |Caruso    |1982-07-16   |
|Terzo        |Marini    |1982-07-13   |
|Pericle      |Longo     |1982-07-09   |
|Elga         |Donati    |1982-07-08   |
|Gaetano      |Sanna     |1982-07-07   |
|Rocco        |Vitale    |1982-07-07   |
|Claudia      |Esposito  |1982-07-06   |
|Ulrico       |Esposito  |1982-07-04   |
|Lauro        |Mariani   |1982-07-03   |
|Gastone      |Martino   |1982-06-30   |
|Odone        |De luca   |1982-06-29   |
|Radio        |Ferrari   |1982-06-28   |
|Selvaggia    |Vitali    |1982-06-28   |
|Teseo        |De rosa   |1982-06-26   |
|Priamo       |Palumbo   |1982-06-19   |
|Fernando     |Coppola   |1982-06-17   |
|Quasimodo    |Galli     |1982-06-15   |
|Cira         |Palumbo   |1982-06-12   |
|Laura        |Longo     |1982-06-10   |
|Giulietta    |Mariani   |1982-06-08   |
|Assia        |Fiore     |1982-06-05   |
|Evita        |Martini   |1982-06-02   |
|Guido        |Vitale    |1982-05-31   |
|Bortolo      |Valentini |1982-05-29   |
|Ubaldo       |Palmieri  |1982-05-28   |
|Samira       |Barone    |1982-05-28   |
|Damiana      |Ferretti  |1982-05-27   |
|Nico         |Farina    |1982-05-24   |
|Assia        |Morelli   |1982-05-21   |
|Alighiero    |Colombo   |1982-05-17   |
|Marcella     |Barone    |1982-05-12   |
|Radames      |De Santis |1982-05-06   |
|Rosolino     |Russo     |1982-05-03   |
|Maruska      |Mazza     |1982-05-01   |
|Silverio     |Santoro   |1982-04-28   |
|Giacobbe     |Donati    |1982-04-28   |
|Prisca       |Bianchi   |1982-04-20   |
|Elsa         |Conte     |1982-04-19   |
|Zaccaria     |Rossetti  |1982-04-17   |
|Selvaggia    |Ferri     |1982-04-16   |
|Nayade       |Bellini   |1982-04-07   |
|Giordano     |Pellegrini|1982-04-02   |
|Vienna       |Giordano  |1982-04-01   |
|Giovanna     |Sorrentino|1982-03-30   |
|Dimitri      |Marini    |1982-03-25   |
|Ortensia     |Palumbo   |1982-03-24   |
|Leone        |Ricci     |1982-03-24   |
|Abramo       |Ferretti  |1982-03-22   |
|Ivonne       |Rossi     |1982-03-17   |
|Nayade       |De rosa   |1982-03-14   |
|Graziano     |Pagano    |1982-03-14   |
|Prisca       |Santoro   |1982-03-06   |
|Ursula       |Leone     |1982-03-06   |
|Gianantonio  |Conte     |1982-03-01   |
|Gilda        |Fiore     |1982-02-22   |
|Monia        |Serra     |1982-02-22   |
|Domingo      |Rinaldi   |1982-02-21   |
|Loredana     |Lombardi  |1982-02-20   |
|Cleopatra    |Romano    |1982-02-13   |
|Lucia        |Ferretti  |1982-02-06   |
|Maggiore     |Rizzo     |1982-02-04   |
|Osea         |Esposito  |1982-02-04   |
|Miriam       |Rossetti  |1982-02-03   |
|Zaccaria     |Barbieri  |1982-02-02   |
|Felicia      |Grasso    |1982-01-31   |
|Matilde      |Gatti     |1982-01-30   |
|Fernando     |Rossi     |1982-01-27   |
|Ninfa        |Ferri     |1982-01-27   |
|Nick         |Battaglia |1982-01-26   |
|Carlo        |Pellegrini|1982-01-25   |
|Piersilvio   |Guerra    |1982-01-23   |
|Damiana      |Marini    |1982-01-19   |
|Michele      |Gentile   |1982-01-17   |
|Piccarda     |Grassi    |1982-01-15   |
|Augusto      |Giuliani  |1982-01-14   |
|Joannes      |Romano    |1982-01-14   |
|Ileana       |Romano    |1982-01-03   |
|Ursula       |Donati    |1981-12-31   |
|Benedetta    |Orlando   |1981-12-25   |
|Piersilvio   |Grasso    |1981-12-24   |
|Ruth         |Mazza     |1981-12-24   |
|Iacopo       |Sartori   |1981-12-23   |
|Audenico     |Sartori   |1981-12-19   |
|Gianantonio  |Benedetti |1981-12-14   |
|Sasha        |Marino    |1981-12-14   |
|Nicoletta    |Guerra    |1981-12-11   |
|Penelope     |Martini   |1981-12-07   |
|Oreste       |Donati    |1981-12-06   |
|Carmelo      |Barone    |1981-12-01   |
|Guendalina   |Guerra    |1981-11-27   |
|Egidio       |Vitale    |1981-11-26   |
|Giobbe       |Rizzi     |1981-11-23   |
|Ludovico     |Martino   |1981-11-22   |
|Felicia      |Barone    |1981-11-17   |
|Brigitta     |Caruso    |1981-11-16   |
|Ortensia     |Martini   |1981-11-12   |
|Michael      |Colombo   |1981-11-11   |
|Ninfa        |Sorrentino|1981-11-09   |
|Pablo        |Sartori   |1981-11-04   |
|Erminia      |Marini    |1981-10-31   |
|Mariapia     |Longo     |1981-10-28   |
|Maristella   |Sartori   |1981-10-27   |
|Alessandro   |Gatti     |1981-10-24   |
|Sasha        |Esposito  |1981-10-22   |
|Mercedes     |Martinelli|1981-10-21   |
|Terzo        |Ferrari   |1981-10-20   |
|Flavio       |Vitali    |1981-10-20   |
|Erminia      |Lombardi  |1981-10-19   |
|Ruth         |Amato     |1981-10-17   |
|Romolo       |Villa     |1981-10-12   |
|Xavier       |De luca   |1981-10-11   |
|Edipo        |Rizzi     |1981-10-10   |
|Vitalba      |Mazza     |1981-10-07   |
|Lino         |Monti     |1981-10-07   |
|Maria        |Sala      |1981-10-05   |
|Filomena     |Damico    |1981-09-30   |
|Raniero      |Grassi    |1981-09-29   |
|Bibiana      |Galli     |1981-09-28   |
|Rufo         |Neri      |1981-09-27   |
|Rosalba      |Sanna     |1981-09-23   |
|Tolomeo      |Lombardo  |1981-09-16   |
|Anastasio    |Coppola   |1981-09-11   |
|Ileana       |Milani    |1981-09-10   |
|Gelsomina    |Fiore     |1981-09-07   |
|Assia        |Rizzo     |1981-09-07   |
|Bibiana      |Gatti     |1981-09-06   |
|Cira         |Galli     |1981-09-06   |
|Dimitri      |De Angelis|1981-09-04   |
|Quasimodo    |Lombardi  |1981-09-03   |
|Tosca        |Martino   |1981-08-30   |
|Damiana      |Palmieri  |1981-08-23   |
|Mercedes     |Vitale    |1981-08-20   |
|Rosalba      |Conti     |1981-08-18   |
|Bibiana      |Lombardo  |1981-08-14   |
|Marina       |Mazza     |1981-08-11   |
|Tosca        |Farina    |1981-08-11   |
|Alighieri    |Longo     |1981-08-10   |
|Omar         |Martini   |1981-08-03   |
|Anselmo      |Lombardi  |1981-07-30   |
|Arcibaldo    |D'angelo  |1981-07-29   |
|Cecco        |Lombardo  |1981-07-27   |
|Lorenzo      |Silvestri |1981-07-26   |
|Osea         |Marini    |1981-07-25   |
|Diana        |Conte     |1981-07-22   |
|Ione         |Orlando   |1981-07-18   |
|Genziana     |Basile    |1981-07-18   |
|Olimpia      |Pagano    |1981-07-16   |
|Tommaso      |Fabbri    |1981-07-16   |
|Filomena     |Milani    |1981-07-15   |
|Manfredi     |Fabbri    |1981-07-13   |
|Ferdinando   |Fabbri    |1981-07-12   |
|Miriam       |Gallo     |1981-07-01   |
|Gavino       |Giuliani  |1981-06-29   |
|Loredana     |Morelli   |1981-06-25   |
|Nayade       |Valentini |1981-06-24   |
|Ruth         |Riva      |1981-06-16   |
|Ferdinando   |Ferraro   |1981-06-15   |
|Gelsomina    |Coppola   |1981-06-15   |
|Joshua       |Valentini |1981-06-13   |
|Irene        |Benedetti |1981-06-12   |
|Osea         |Conte     |1981-06-09   |
|Ruth         |Milani    |1981-06-08   |
|Maristella   |Messina   |1981-06-07   |
|Mariagiulia  |Santoro   |1981-06-04   |
|Rita         |Ferraro   |1981-06-01   |
|Celeste      |Bianchi   |1981-05-31   |
|Marieva      |Vitali    |1981-05-27   |
|Felicia      |Ferretti  |1981-05-25   |
|Odone        |Bruno     |1981-05-21   |
|Marvin       |Pellegrino|1981-05-17   |
|Teseo        |Bianco    |1981-05-11   |
|Elsa         |De Angelis|1981-05-11   |
|Liborio      |Caputo    |1981-05-10   |
|Dimitri      |Parisi    |1981-05-05   |
|Rita         |Santoro   |1981-05-04   |
|Fortunata    |Leone     |1981-05-04   |
|Audenico     |Palmieri  |1981-04-30   |
|Deborah      |Romano    |1981-04-29   |
|Cecco        |Rizzo     |1981-04-27   |
|Loretta      |Galli     |1981-04-25   |
|Miriana      |Rossetti  |1981-04-24   |
|Oretta       |Bruno     |1981-04-23   |
|Lorenzo      |Silvestri |1981-04-23   |
|Silverio     |D'amico   |1981-04-22   |
|Emanuel      |Farina    |1981-04-22   |
|Karim        |Guerra    |1981-04-21   |
|Noah         |Leone     |1981-04-18   |
|Benedetta    |Neri      |1981-04-17   |
|Odino        |Guerra    |1981-04-16   |
|Diamante     |Martini   |1981-04-16   |
|Alan         |Giuliani  |1981-04-09   |
|Manfredi     |De Santis |1981-04-07   |
|Flaviana     |Benedetti |1981-04-07   |
|Fabiano      |Esposito  |1981-04-07   |
|Giordano     |Grasso    |1981-04-02   |
|Piccarda     |Ferrari   |1981-03-31   |
|Deborah      |Ricci     |1981-03-31   |
|Nayade       |Giordano  |1981-03-30   |
|Oretta       |Caruso    |1981-03-21   |
|Quasimodo    |Messina   |1981-03-19   |
|Elio         |Barone    |1981-03-18   |
|Deborah      |Piras     |1981-03-17   |
|Battista     |Gentile   |1981-03-09   |
|Artemide     |Messina   |1981-03-08   |
|Loris        |Ferraro   |1981-03-05   |
|Mauro        |De luca   |1981-03-05   |
|Marzio       |Fiore     |1981-03-04   |
|Kayla        |Ferri     |1981-03-03   |
|Shaira       |De luca   |1981-02-28   |
|Tazio        |Cattaneo  |1981-02-28   |
|Radames      |Fiore     |1981-02-27   |
|Tommaso      |Milani    |1981-02-22   |
|Violante     |Sartori   |1981-02-21   |
|Joannes      |Mancini   |1981-02-21   |
|Dante        |Fiore     |1981-02-10   |
|Rebecca      |Mariani   |1981-02-08   |
|Loredana     |Giordano  |1981-02-08   |
|Joey         |Monti     |1981-02-08   |
|Rosalba      |Russo     |1981-02-07   |
|Fabio        |D'angelo  |1981-02-06   |
|Rebecca      |Leone     |1981-02-04   |
|Maggiore     |Giuliani  |1981-02-02   |
|Flaviana     |Palmieri  |1981-01-27   |
|Dindo        |Fiore     |1981-01-25   |
|Demis        |Ferrara   |1981-01-25   |
|Timoteo      |Sorrentino|1981-01-24   |
|Helga        |Cattaneo  |1981-01-22   |
|Cassiopea    |Fiore     |1981-01-19   |
|Sandro       |Coppola   |1981-01-18   |
|Leonardo     |Grassi    |1981-01-17   |
|Elsa         |Damico    |1981-01-17   |
|Kristel      |Giuliani  |1981-01-16   |
|Rosalba      |Villa     |1981-01-16   |
|Romeo        |Mazza     |1981-01-16   |
|Ippolito     |Barone    |1981-01-15   |
|Ippolito     |Sartori   |1981-01-13   |
|Lia          |Ferrari   |1981-01-11   |
|Miriana      |Ferrari   |1981-01-10   |
|Noemi        |Ruggiero  |1981-01-08   |
|Radames      |Bellini   |1981-01-05   |
|Giulietta    |Giuliani  |1981-01-05   |
|Clea         |Pellegrini|1981-01-05   |
|Lucia        |Ruggiero  |1981-01-05   |
|Soriana      |Sala      |1981-01-02   |
|Priamo       |Piras     |1981-01-01   |
|Samuel       |Rossi     |1980-12-31   |
|Muzio        |Ferraro   |1980-12-31   |
|Gianriccardo |Marini    |1980-12-25   |
|Dindo        |Pellegrino|1980-12-24   |
|Marvin       |Moretti   |1980-12-24   |
|Diana        |Montanari |1980-12-21   |
|Samuel       |Martinelli|1980-12-20   |
|Vera         |Villa     |1980-12-20   |
|Giulio       |Pellegrini|1980-12-12   |
|Maria        |Neri      |1980-12-12   |
|Damiana      |Gallo     |1980-12-08   |
|Graziano     |Serra     |1980-12-08   |
|Gianantonio  |Parisi    |1980-12-07   |
|Ninfa        |Sanna     |1980-12-06   |
|Orfeo        |Negri     |1980-12-05   |
|Kris         |Marino    |1980-12-03   |
|Ingrid       |Carbone   |1980-12-03   |
|Giuliano     |Gatti     |1980-12-02   |
|Zelida       |Rossetti  |1980-12-01   |
|Diana        |Galli     |1980-11-30   |
|Ethan        |Pellegrini|1980-11-22   |
|Lazzaro      |Fabbri    |1980-11-20   |
|Enrico       |Monti     |1980-11-17   |
|Rebecca      |Silvestri |1980-11-16   |
|Umberto      |Giuliani  |1980-11-15   |
|Walter       |Benedetti |1980-11-08   |
|Kayla        |Cattaneo  |1980-11-04   |
|Rosalino     |Morelli   |1980-11-01   |
|Lucrezia     |Gatti     |1980-10-31   |
|Celeste      |Costa     |1980-10-31   |
|Fiorenzo     |Parisi    |1980-10-31   |
|Vinicio      |Sanna     |1980-10-29   |
|Alighiero    |Gallo     |1980-10-29   |
|Manfredi     |Ricci     |1980-10-29   |
|Terzo        |Basile    |1980-10-26   |
|Tosca        |Conti     |1980-10-24   |
|Ciro         |Martini   |1980-10-17   |
|Maggiore     |Marino    |1980-10-15   |
|Hector       |Ferrara   |1980-10-14   |
|Mirko        |D'angelo  |1980-10-10   |
|Ethan        |Ferretti  |1980-10-08   |
|Kristel      |Ferraro   |1980-10-05   |
|Genziana     |Leone     |1980-09-30   |
|Clea         |Sartori   |1980-09-28   |
|Giacobbe     |Costantini|1980-09-27   |
|Michele      |Mazza     |1980-09-25   |
|Celeste      |Barone    |1980-09-21   |
|Fiorenzo     |De Santis |1980-09-20   |
|Lauro        |Gallo     |1980-09-19   |
|Noel         |Piras     |1980-09-17   |
|Selvaggia    |Caruso    |1980-09-13   |
|Alessandro   |Bernardi  |1980-09-12   |
|Yago         |Mancini   |1980-09-11   |
|Umberto      |Colombo   |1980-09-10   |
|Leonardo     |Serra     |1980-09-09   |
|Augusto      |Rossi     |1980-09-08   |
|Prisca       |Romano    |1980-09-07   |
|Giulio       |Vitale    |1980-09-04   |
|Kayla        |Rossi     |1980-09-04   |
|Lia          |D'angelo  |1980-09-03   |
|Edilio       |Martinelli|1980-09-02   |
|Joshua       |Vitale    |1980-08-31   |
|Rebecca      |Caruso    |1980-08-30   |
|Cesidia      |Mancini   |1980-08-30   |
|Adriano      |Marino    |1980-08-29   |
|Boris        |Esposito  |1980-08-29   |
|Sandro       |Ferrara   |1980-08-25   |
|Miriam       |Rossi     |1980-08-23   |
|Claudia      |Ricci     |1980-08-23   |
|Mercedes     |Ferraro   |1980-08-21   |
|Emilia       |Palmieri  |1980-08-20   |
|Costantino   |Vitali    |1980-08-19   |
|Marcella     |Lombardo  |1980-08-18   |
|Gregorio     |Morelli   |1980-08-18   |
|Ermes        |Martinelli|1980-08-12   |
|Demis        |Marino    |1980-08-11   |
|Deborah      |Carbone   |1980-08-09   |
|Lucrezia     |Morelli   |1980-08-04   |
|Egidio       |Mazza     |1980-08-04   |
|Olimpia      |Rossi     |1980-08-02   |
|Prisca       |Piras     |1980-07-24   |
|Amos         |Longo     |1980-07-23   |
|Tristano     |Silvestri |1980-07-19   |
|Max          |Milani    |1980-07-19   |
|Demi         |Esposito  |1980-07-15   |
|Brigitta     |Marini    |1980-07-12   |
|Battista     |Russo     |1980-07-10   |
|Terzo        |De luca   |1980-07-02   |
|Tolomeo      |Milani    |1980-06-27   |
|Morgana      |Barbieri  |1980-06-27   |
|Piersilvio   |Giuliani  |1980-06-19   |
|Damiano      |Sartori   |1980-06-16   |
|Isira        |Basile    |1980-06-15   |
|Loretta      |Pellegrini|1980-06-14   |
|Ursula       |Martino   |1980-06-14   |
|Laura        |De rosa   |1980-06-14   |
|Marina       |Pagano    |1980-06-09   |
|Lucrezia     |Fiore     |1980-06-05   |
|Felicia      |Bianchi   |1980-06-05   |
|Lazzaro      |Rossetti  |1980-06-05   |
|Secondo      |Monti     |1980-05-31   |
|Danny        |Moretti   |1980-05-29   |
|Donatella    |Donati    |1980-05-29   |
|Vitalba      |Rizzo     |1980-05-23   |
|Giobbe       |Pellegrini|1980-05-23   |
|Vania        |Rossi     |1980-05-21   |
|Terzo        |Grasso    |1980-05-21   |
|Ausonio      |Ricci     |1980-05-19   |
|Ludovico     |De rosa   |1980-05-18   |
|Marieva      |Morelli   |1980-05-16   |
|Miriana      |Montanari |1980-05-15   |
|Rita         |Negri     |1980-05-14   |
|Rebecca      |Ferrara   |1980-05-13   |
|Mirko        |Lombardo  |1980-05-13   |
|Miriam       |Barbieri  |1980-05-07   |
|Ferdinando   |Orlando   |1980-04-28   |
|Eustachio    |Testa     |1980-04-26   |
|Patrizio     |Pagano    |1980-04-25   |
|Radio        |Silvestri |1980-04-23   |
|Orfeo        |Rossetti  |1980-04-22   |
|Quirino      |Vitali    |1980-04-22   |
|Celeste      |Mancini   |1980-04-22   |
|Lia          |Ferretti  |1980-04-21   |
|Pietro       |Rizzo     |1980-04-20   |
|Danthon      |Sanna     |1980-04-19   |
|Rosalino     |Lombardi  |1980-04-18   |
|Maristella   |Valentini |1980-04-17   |
|Ione         |Martinelli|1980-04-15   |
|Santo        |Grassi    |1980-04-14   |
|Rita         |Conti     |1980-04-13   |
|Clea         |Ricci     |1980-04-10   |
|Carlo        |Martino   |1980-04-08   |
|Rosalba      |Riva      |1980-04-08   |
|Leone        |Caruso    |1980-04-04   |
|Olimpia      |Sala      |1980-03-28   |
|Furio        |Piras     |1980-03-28   |
|Edilio       |Ruggiero  |1980-03-27   |
|Ione         |Piras     |1980-03-26   |
|Danny        |Santoro   |1980-03-25   |
|Eliziario    |Ferraro   |1980-03-24   |
|Maruska      |Orlando   |1980-03-16   |
|Ninfa        |Pellegrino|1980-03-16   |
|Domingo      |Rizzo     |1980-03-16   |
|Erminia      |Pellegrino|1980-03-15   |
|Ileana       |Ferraro   |1980-03-13   |
|Sarita       |Piras     |1980-03-08   |
|Helga        |Morelli   |1980-03-07   |
|Ian          |Sorrentino|1980-03-05   |
|Rudy         |Serra     |1980-03-02   |
|Muzio        |Caputo    |1980-03-02   |
|Ortensia     |Sartori   |1980-02-21   |
|Harry        |Martinelli|1980-02-20   |
|Akira        |Ricci     |1980-02-11   |
|Tancredi     |Lombardi  |1980-02-11   |
|Felicia      |Gallo     |1980-02-08   |
|Sue ellen    |D'angelo  |1980-02-08   |
|Thea         |Ferri     |1980-02-03   |
|Claudia      |D'angelo  |1980-02-02   |
|Isabel       |Gentile   |1980-01-24   |
|Cassiopea    |Greco     |1980-01-22   |
|Soriana      |Caruso    |1980-01-20   |
|Battista     |Negri     |1980-01-19   |
|Sirio        |Sartori   |1980-01-17   |
|Orfeo        |Giuliani  |1980-01-17   |
|Osvaldo      |De luca   |1980-01-15   |
|Nadir        |Monti     |1980-01-13   |
|Elda         |Ferri     |1980-01-07   |
|Edipo        |Leone     |1980-01-06   |
|Benedetta    |De luca   |1979-12-21   |
|Ausonio      |Barone    |1979-12-21   |
|Joshua       |Amato     |1979-12-16   |
|Tosca        |Piras     |1979-12-12   |
|Rocco        |Piras     |1979-12-07   |
|Demi         |Esposito  |1979-12-04   |
|Concetta     |De Angelis|1979-12-02   |
|Damiano      |Bruno     |1979-12-02   |
|Mauro        |Caruso    |1979-11-30   |
|Gianleonardo |D'amico   |1979-11-29   |
|Alighieri    |Rossetti  |1979-11-28   |
|Cirino       |Sanna     |1979-11-25   |
|Fortunata    |Palmieri  |1979-11-24   |
|Gioacchino   |De Santis |1979-11-20   |
|Matilde      |Bellini   |1979-11-17   |
|Akira        |Palumbo   |1979-11-16   |
|Walter       |Bernardi  |1979-11-16   |
|Quirino      |Basile    |1979-11-16   |
|Concetta     |Gentile   |1979-11-12   |
|Cira         |De rosa   |1979-11-10   |
|Fortunata    |Gallo     |1979-11-10   |
|Zelida       |D'amico   |1979-11-09   |
|Battista     |Greco     |1979-11-07   |
|Rosita       |Damico    |1979-11-06   |
|Manuele      |Palmieri  |1979-11-05   |
|Quarto       |Ferrara   |1979-11-04   |
|Neri         |Esposito  |1979-11-03   |
|Augusto      |Orlando   |1979-11-03   |
|Fulvio       |Barone    |1979-11-03   |
|Elsa         |Silvestri |1979-11-02   |
|Artes        |Riva      |1979-11-02   |
|Rosalba      |Grasso    |1979-11-02   |
|Samira       |Fabbri    |1979-10-24   |
|Arturo       |Marino    |1979-10-22   |
|Dylan        |Ricci     |1979-10-21   |
|Furio        |Lombardo  |1979-10-19   |
|Sue ellen    |Piras     |1979-10-19   |
|Rita         |Marini    |1979-10-17   |
|Mirco        |Mancini   |1979-10-08   |
|Shaira       |Riva      |1979-10-08   |
|Moreno       |Grassi    |1979-10-07   |
|Enzo         |Romano    |1979-10-06   |
|Cristyn      |Marino    |1979-10-02   |
|Giacinta     |Rinaldi   |1979-09-29   |
|Genziana     |Caputo    |1979-09-20   |
|Jarno        |De luca   |1979-09-18   |
|Tazio        |Gallo     |1979-09-10   |
|Romolo       |Sorrentino|1979-09-07   |
|Valdo        |Pagano    |1979-09-06   |
|Vinicio      |De Angelis|1979-09-06   |
|Guendalina   |Orlando   |1979-09-05   |
|Danuta       |Donati    |1979-08-20   |
|Soriana      |Conte     |1979-08-20   |
|Giacinto     |Ferrara   |1979-08-19   |
|Arturo       |Coppola   |1979-08-16   |
|Ione         |Martinelli|1979-08-15   |
|Mietta       |Marchetti |1979-08-14   |
|Ausonio      |Gallo     |1979-08-12   |
|Dindo        |Parisi    |1979-08-11   |
|Cira         |Caruso    |1979-08-11   |
|Davis        |Bruno     |1979-08-09   |
|Ruth         |Damico    |1979-08-08   |
|Michele      |Grassi    |1979-08-05   |
|Tazio        |Costa     |1979-08-03   |
|Felicia      |Ferrari   |1979-08-02   |
|Tristano     |De Angelis|1979-07-26   |
|Penelope     |Marini    |1979-07-25   |
|Osvaldo      |Amato     |1979-07-22   |
|Ariel        |Farina    |1979-07-20   |
|Omar         |Fabbri    |1979-07-19   |
|Sibilla      |Marchetti |1979-07-17   |
|Lorenzo      |Palmieri  |1979-07-17   |
|Giulietta    |Damico    |1979-07-14   |
|Rosaria      |Gatti     |1979-07-07   |
|Lino         |Ferrara   |1979-07-05   |
|Anastasio    |Sartori   |1979-07-02   |
|Lucrezia     |Damico    |1979-06-30   |
|Mietta       |Gentile   |1979-06-26   |
|Jelena       |Valentini |1979-06-26   |
|Rita         |Rizzo     |1979-06-25   |
|Sibilla      |Bellini   |1979-06-21   |
|Doriana      |De Angelis|1979-06-20   |
|Boris        |Vitali    |1979-06-19   |
|Ilario       |Marini    |1979-06-16   |
|Kayla        |Ferrara   |1979-06-16   |
|Mariapia     |Costantini|1979-06-10   |
|Giulio       |Benedetti |1979-06-09   |
|Folco        |Caputo    |1979-06-09   |
|Sue ellen    |Conti     |1979-06-06   |
|Laura        |Messina   |1979-06-02   |
|Quirino      |Vitali    |1979-05-26   |
|Battista     |Costa     |1979-05-25   |
|Primo        |Monti     |1979-05-24   |
|Ilario       |Longo     |1979-05-24   |
|Piccarda     |Palmieri  |1979-05-24   |
|Sasha        |Martinelli|1979-05-23   |
|Elda         |De Angelis|1979-05-23   |
|Serse        |Mazza     |1979-05-21   |
|Matteo       |Ferri     |1979-05-20   |
|Gelsomina    |Rizzo     |1979-05-17   |
|Clea         |Fabbri    |1979-05-15   |
|Giobbe       |Sala      |1979-05-08   |
|Alighiero    |Giordano  |1979-05-08   |
|Grazia       |Grassi    |1979-04-28   |
|Gianleonardo |Russo     |1979-04-22   |
|Brigitta     |Rinaldi   |1979-04-22   |
|Pierfrancesco|Orlando   |1979-04-18   |
|Shaira       |Farina    |1979-04-13   |
|Mietta       |Longo     |1979-04-09   |
|Rita         |De Santis |1979-04-08   |
|Noel         |Ferretti  |1979-04-06   |
|Michael      |Sorrentino|1979-04-05   |
|Matilde      |Mariani   |1979-04-05   |
|Ileana       |De Angelis|1979-04-02   |
|Vera         |Greco     |1979-04-01   |
|Costanzo     |Rizzo     |1979-04-01   |
|Neri         |Grasso    |1979-03-29   |
|Eustachio    |Bruno     |1979-03-27   |
|Pierfrancesco|Damico    |1979-03-25   |
|Isabel       |Fontana   |1979-03-23   |
|Vera         |Sartori   |1979-03-23   |
|Giuliano     |De Santis |1979-03-18   |
|Domingo      |Bellini   |1979-03-16   |
|Ileana       |Mazza     |1979-03-14   |
|Rebecca      |Palumbo   |1979-03-14   |
|Monia        |Rizzi     |1979-03-13   |
|Sue ellen    |Rossetti  |1979-03-11   |
|Primo        |Fabbri    |1979-03-09   |
|Alessio      |Parisi    |1979-03-09   |
|Fatima       |Donati    |1979-03-04   |
|Matilde      |Sala      |1979-03-02   |
|Clodovea     |Mancini   |1979-02-21   |
|Tolomeo      |Vitale    |1979-02-18   |
|Diamante     |Basile    |1979-02-15   |
|Marieva      |Costantini|1979-02-12   |
|Enrico       |Sanna     |1979-02-05   |
|Amos         |Serra     |1979-02-03   |
|Cirino       |Morelli   |1979-02-02   |
|Ninfa        |Fiore     |1979-02-02   |
|Zaccaria     |Caruso    |1979-02-02   |
|Manfredi     |Martini   |1979-02-01   |
|Nick         |Cattaneo  |1979-02-01   |
|Maria        |Gentile   |1979-01-31   |
|Claudia      |Rizzo     |1979-01-29   |
|Odone        |Gallo     |1979-01-25   |
|Ileana       |Farina    |1979-01-20   |
|Ileana       |Colombo   |1979-01-20   |
|Pierfrancesco|Testa     |1979-01-20   |
|Piererminio  |Giordano  |1979-01-19   |
|Vienna       |Conti     |1979-01-17   |
|Assia        |Palumbo   |1979-01-15   |
|Elsa         |Sala      |1979-01-15   |
|Tosca        |Gentile   |1979-01-13   |
|Cesidia      |Fabbri    |1979-01-10   |
|Marina       |De Angelis|1979-01-10   |
|Ermes        |Riva      |1979-01-07   |
|Manfredi     |Russo     |1979-01-03   |
|Nunzia       |De luca   |1979-01-02   |
|Antonino     |Costantini|1979-01-02   |
|Bettino      |Barbieri  |1978-12-30   |
|Marina       |Valentini |1978-12-30   |
|Rosolino     |Ferraro   |1978-12-27   |
|Loris        |Palumbo   |1978-12-26   |
|Bibiana      |De luca   |1978-12-20   |
|Lucia        |Ferrari   |1978-12-20   |
|Clea         |Martini   |1978-12-07   |
|Ludovico     |Mazza     |1978-12-06   |
|Orfeo        |Galli     |1978-12-03   |
|Pietro       |De rosa   |1978-12-03   |
|Nunzia       |Fontana   |1978-12-03   |
|Violante     |Amato     |1978-12-01   |
|Danthon      |Palumbo   |1978-11-23   |
|Donatella    |Caruso    |1978-11-21   |
|Fortunata    |Galli     |1978-11-20   |
|Eriberto     |D'amico   |1978-11-20   |
|Liborio      |Farina    |1978-11-17   |
|Cleopatra    |Valentini |1978-11-17   |
|Clea         |Rinaldi   |1978-11-17   |
|Elga         |D'amico   |1978-11-16   |
|Giancarlo    |Barone    |1978-11-15   |
|Omar         |Moretti   |1978-11-14   |
|Tosca        |Ruggiero  |1978-11-14   |
|Deborah      |Bianco    |1978-11-13   |
|Loris        |Ferretti  |1978-11-12   |
|Carmela      |Negri     |1978-11-09   |
|Amedeo       |Lombardi  |1978-11-05   |
|Maggiore     |D'amico   |1978-11-04   |
|Loredana     |Rizzo     |1978-11-01   |
|Marina       |Ferretti  |1978-10-27   |
|Sarita       |Lombardo  |1978-10-26   |
|Ninfa        |Villa     |1978-10-22   |
|Vera         |Testa     |1978-10-20   |
|Brigitta     |Esposito  |1978-10-19   |
|Ursula       |Orlando   |1978-10-18   |
|Marina       |De luca   |1978-10-17   |
|Marina       |Vitale    |1978-10-15   |
